SN2005M 0.022972 16.4074 0.0273
SN2005am 0.008967 13.7429 0.0435
SN2005el 0.014885 15.4642 0.0977
SN2005eq 0.028351 16.7956 0.0627
SN2005hc 0.044983 17.7994 0.0281
SN2005iq 0.032929 17.2251 0.0187
SN2005ki 0.02037 16.108 0.0267
SN2006bh 0.010493 14.751 0.0227
SN2007bd 0.031939 17.026 0.0288
SN2007on 0.006182 13.0926 0.0099
SN2008R 0.012887 14.9526 0.0618
SN2008bc 0.015707 15.7097 0.2248
SN2008gp 0.032824 17.3533 0.1036
SN2008hv 0.013581 15.2238 0.0278
SN2008ia 0.022597 16.2219 0.1949
