/SN2007ba	0.0009	90.0	0.0
filter B
54194.332	42.9001989307	0.0669408167226
54196.324	42.9261553628	0.066953522646
54197.336	42.9301876202	0.0669167653184
54198.285	42.9279858574	0.0668763605187
54200.34	42.9072524014	0.0666878274842
54202.367	42.851856609	0.0664750121254
54203.332	42.8209446612	0.0663279920879
54205.277	42.7552290332	0.0660274180995
54207.277	42.6891121485	0.0657268435024
54208.316	42.6590381142	0.0655850841471
54211.297	42.5869626395	0.0652696116392
54213.262	42.5389545697	0.0651699553898
54217.277	42.4397351962	0.0650077952165
54218.332	42.393200118	0.0649562703577
