/SN2006kf	0.0009	90.0	0.0
filter B
54037.289	42.8823217092	0.0295682527863
54038.266	42.9057794141	0.0295824302829
54039.238	42.9175395113	0.0295945706853
54041.211	42.9199037193	0.0296148759264
54042.223	42.9046497785	0.0296206395562
54043.16	42.8918267714	0.0296232261842
54045.23	42.8499562225	0.0296303001705
54047.23	42.794500634	0.0296245434801
54048.262	42.7431354925	0.0296186090087
54049.258	42.7115259082	0.0296046328928
54052.266	42.6028490397	0.0295197845696
54053.219	42.5737716859	0.0294835540194
54056.199	42.5062905164	0.0293724167195
54057.191	42.4876470013	0.0293285418744
54060.176	42.4299477347	0.0292355760022
54065.203	42.303589974	0.0291508348829
54066.273	42.275013988	0.0291314029016
54068.203	42.2068231219	0.0291465803036
54069.195	42.180127407	0.0291607565574
54070.215	42.1518438215	0.0291955310861
54074.203	42.0595712253	0.0292535909976
54075.191	42.034298468	0.0292535773377
54078.148	41.9780214616	0.029270697074
54080.199	41.9426816948	0.0292653795256
54083.184	41.8985361939	0.0292561297247
