SN2002dj 1.25296066583e+43 0.771705680329 29.54
SN2002fk 1.43904054152e+43 0.636445521942 30.17
SN2005M 1.38115215182e+43 0.190130981632 30.93
SN2005am 1.16116288783e+43 0.183799179117 21.3351770578
SN2005el 9.15497841229e+42 0.0660064074566 24.6372053141
SN2005hc 1.3674872445e+43 0.337480664581 36.466
SN2005iq 1.06622199824e+43 0.0843439668659 24.1944522565
SN2005ki 1.05208453105e+43 0.552613982365 25.168
SN2006bh 8.626366599e+42 0.0744608479101 22.889351152
SN2007on 5.77100296989e+42 0.0895860515386 18.18
SN2008R 5.31011103e+42 0.0583930707279 14.096
SN2005eq 1.16544735991e+43 0.329867605838 35.0
SN2008bc 1.24139994891e+43 0.111547855326 33.3314
SN2008gp 1.30063819337e+43 2.10422364324 35.713
SN2008hv 1.10504500163e+43 0.130278355024 24.68
SN2008ia 1.13336598023e+43 0.114448544862 25.5825971065
SN2011fe 1.1069500938e+43 5.1641982681 29.99
