../../lcbol_distrib/02dj_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/02fk_lcbol_BVRIJH.dat	-0.0338525031292
../../lcbol_distrib/SN2004gu_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2004gu_lcbol_BVRIJH.dat~	247.5
../../lcbol_distrib/SN2005al_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2005el_lcbol_BVRIJH.dat	-0.0330354505099
../../lcbol_distrib/SN2005hc_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2005ki_lcbol_BVRIJH.dat	-0.0448920953758
../../lcbol_distrib/SN2006gt_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2006hb_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2006mr_lcbol_BVRIJH.dat	-0.0343575779946
../../lcbol_distrib/SN2007N_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2007ax_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2007ba_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2007ba_lcbol_BVRIJH.dat~	247.5
../../lcbol_distrib/SN2007if_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2008R_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/SN2009F_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/sn2002bo_lcbol_BVRIJH.dat	-0.0324069302654
../../lcbol_distrib/sn2003du_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/sn2004gs_lcbol_BVRIJH.dat	-0.0282380995906
../../lcbol_distrib/sn2005M_lcbol_BVRIJH.dat	-0.0383034028574
../../lcbol_distrib/sn2005am_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/sn2005am_lcbol_BVRIJH.dat~	247.5
../../lcbol_distrib/sn2005eq_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/sn2005ke_lcbol_BVRIJH.dat	-0.0305011300803
../../lcbol_distrib/sn2006D_lcbol_BVRIJH.dat	-0.0296361630151
../../lcbol_distrib/sn2006ax_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/sn2006et_lcbol_BVRIJH.dat	-0.0282380995906
../../lcbol_distrib/sn2006kf_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/sn2007as_lcbol_BVRIJH.dat	-0.0290579184538
../../lcbol_distrib/sn2007on_lcbol_BVRIJH.dat	-0.0317649687302
../../lcbol_distrib/sn2008bc_lcbol_BVRIJH.dat	-0.0317862839694
../../lcbol_distrib/sn2008gp_lcbol_BVRIJH.dat	247.5
../../lcbol_distrib/sn2011fe_lcbol_BVRIJH.dat	-0.0473474382208
