-3.71856689453	12.0535	0.0767795	0.07	-4.82855224609	13.1495	0.152129	00E_
-3.7458984375	15.3834	0.269665	0.46	-4.83909912109	16.583	0.17856	00bh_
-3.90844726562	16.9481	0.0295644	0	-4.041015625	17.2989	0.0477743	01ba_
-3.84970703125	15.3226	0.0169664	0	-4.10971679688	15.5952	0.0290934	01bt_
-3.90932617187	15.472	0.0834533	0.46	-4.04140625	15.6294	0.0580498	01cn_
-4.00498046875	15.4257	0.0548895	0	-4.14047851563	15.6814	0.0584256	01cz_
-3.78784179688	12.4289	0.0896029	0	-3.1494140625	12.6854	0.0770318	01el_
-3.86477661133	13.5655	0.0370076	0	-4.06304931641	13.845	0.042034	02bo_
-3.80859375	14.2975	0.102655	0	-4.8515625	14.5667	0.122352	02dj_
-3.821875	13.7794	0.014844	0	-4.38828125	13.9599	0.0168172	02fk_
-3.884375	13.4996	0.0524526	0	-4.040625	13.5005	0.0620728	03cg_
