#values from Valenti code bolome_st.py
#
#Name lambda_eff(A) EW(A) zero_point(mag)
U_Bessell	    3652.0	542.62	-20.9095
B_Bessell	    4448.0	1010.3	-20.5385
V_Bessell	    5505.0	870.65	-21.1306
R_Bessell	    6555.0	1452.2	-21.6924
I_Bessell	    7900.4	1226.0	-22.3417
